,Company size,Total views,Date,Impressions (total),Unique impressions (organic),Clicks (total),Reactions (total),Comments (total),Shares (total),Engagement rate (total),Industry,Total followers,Job function,Sponsored followers,Organic followers,Seniority,Location,Update title,Update type,Created date,Audience,Impressions,Clicks,Click through rate (CTR),Likes,Comments,Shares,Engagement rate,Content Type,Overview page views (desktop),Overview page views (mobile),Overview page views (total),Overview unique visitors (desktop),Overview unique visitors (mobile),Overview unique visitors (total),Jobs page views (desktop),Jobs page views (mobile),Jobs page views (total),Jobs unique visitors (desktop),Jobs unique visitors (mobile),Jobs unique visitors (total),Total page views (desktop),Total page views (mobile),Total page views (total),Total unique visitors (desktop),Total unique visitors (mobile),Total unique visitors (total)
0,1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2-10,2768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11-50,2402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,51-200,2146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,201-500,1417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,501-1000,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1001-5000,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5001-10000,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10001+,6088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,10/22/2021,,,,,,,,,21.0,,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,10/23/2021,,,,,,,,,38.0,,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,,10/24/2021,,,,,,,,,32.0,,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,10/25/2021,,,,,,,,,16.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,10/26/2021,,,,,,,,,21.0,,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,10/27/2021,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,10/28/2021,,,,,,,,,16.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,,10/29/2021,,,,,,,,,26.0,,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,10/30/2021,,,,,,,,,21.0,,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,10/31/2021,,,,,,,,,30.0,,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,11/01/2021,,,,,,,,,45.0,,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,11/02/2021,,,,,,,,,28.0,,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,11/03/2021,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,11/04/2021,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,11/05/2021,,,,,,,,,20.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,11/06/2021,,,,,,,,,22.0,,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,,11/07/2021,,,,,,,,,27.0,,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,11/08/2021,,,,,,,,,19.0,,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,11/09/2021,,,,,,,,,18.0,,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,,11/10/2021,,,,,,,,,13.0,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,11/11/2021,,,,,,,,,25.0,,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,11/12/2021,,,,,,,,,11.0,,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,,11/13/2021,,,,,,,,,11.0,,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,11/14/2021,,,,,,,,,13.0,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,11/15/2021,,,,,,,,,11.0,,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,,11/16/2021,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,11/17/2021,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,11/18/2021,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,11/19/2021,,,,,,,,,36.0,,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,11/20/2021,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,,11/21/2021,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,,11/22/2021,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,,11/23/2021,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,,11/24/2021,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,,11/25/2021,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,11/26/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,11/27/2021,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,11/28/2021,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,11/29/2021,,,,,,,,,14.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,11/30/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,12/01/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,,12/02/2021,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,12/03/2021,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,,12/04/2021,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,12/05/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,12/06/2021,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,,12/07/2021,,,,,,,,,28.0,,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,,12/08/2021,,,,,,,,,18.0,,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,,12/09/2021,,,,,,,,,13.0,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,12/10/2021,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,,12/11/2021,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,12/12/2021,,,,,,,,,11.0,,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,,12/13/2021,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,,12/14/2021,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,12/15/2021,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,12/16/2021,,,,,,,,,7.0,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,12/17/2021,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,12/18/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,12/19/2021,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,12/20/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,12/21/2021,,,,,,,,,7.0,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,12/22/2021,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,12/23/2021,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,12/24/2021,,,,,,,,,7.0,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,12/25/2021,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,12/26/2021,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,,,12/27/2021,,,,,,,,,4.0,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,,12/28/2021,,,,,,,,,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,,12/29/2021,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,,12/30/2021,,,,,,,,,29.0,,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,12/31/2021,,,,,,,,,7.0,,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,01/01/2022,,,,,,,,,14.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,01/02/2022,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,01/03/2022,,,,,,,,,30.0,,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,,,01/04/2022,,,,,,,,,49.0,,0.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,,01/05/2022,,,,,,,,,16.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,01/06/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,01/07/2022,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,,01/08/2022,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,01/09/2022,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,,,01/10/2022,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,,01/11/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,01/12/2022,,,,,,,,,14.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,,,01/13/2022,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,,,01/14/2022,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,01/15/2022,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,01/16/2022,,,,,,,,,3.0,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,,01/17/2022,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,01/18/2022,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,,01/19/2022,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,01/20/2022,,,,,,,,,13.0,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,,01/21/2022,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,,01/22/2022,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,01/23/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,01/24/2022,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,01/25/2022,,,,,,,,,14.0,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,01/26/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,01/27/2022,,,,,,,,,29.0,,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,01/28/2022,,,,,,,,,17.0,,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,01/29/2022,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,01/30/2022,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,01/31/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,02/01/2022,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,02/02/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,02/03/2022,,,,,,,,,8.0,,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,02/04/2022,,,,,,,,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,,02/05/2022,,,,,,,,,6.0,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,02/06/2022,,,,,,,,,27.0,,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,02/07/2022,,,,,,,,,12.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,02/08/2022,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,02/09/2022,,,,,,,,,20.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,02/10/2022,,,,,,,,,20.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,02/11/2022,,,,,,,,,17.0,,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,02/12/2022,,,,,,,,,5.0,,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,02/13/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,02/14/2022,,,,,,,,,10.0,,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,02/15/2022,,,,,,,,,9.0,,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,,02/16/2022,,,,,,,,,13.0,,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,02/17/2022,,,,,,,,,19.0,,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,02/18/2022,,,,,,,,,15.0,,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,02/19/2022,,,,,,,,,20.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,02/20/2022,,,,,,,,,19.0,,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,02/21/2022,,,,,,,,,16.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,02/22/2022,,,,,,,,,29.0,,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,02/23/2022,,,,,,,,,27.0,,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,02/24/2022,,,,,,,,,16.0,,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,02/25/2022,,,,,,,,,20.0,,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,02/26/2022,,,,,,,,,17.0,,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,02/27/2022,,,,,,,,,33.0,,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,02/28/2022,,,,,,,,,29.0,,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,2005.0,,,,Entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,1793.0,,,,Senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,253.0,,,,Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,244.0,,,,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,175.0,,,,Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,101.0,,,,VP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,96.0,,,,CXO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,81.0,,,,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,15.0,,,,Unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,11.0,,,,Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,896.0,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,557.0,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,491.0,Business Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,332.0,Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,320.0,Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,315.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,302.0,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,267.0,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,221.0,Sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,136.0,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,130.0,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,120.0,Administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,95.0,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,87.0,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,82.0,Community and Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,,,,,,,,,,,76.0,Program and Project Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,,,,,,,,,,,65.0,Media and Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,62.0,Arts and Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,45.0,Healthcare Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,29.0,Quality Assurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,29.0,Military and Protective Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,28.0,Legal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,25.0,Product Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,22.0,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,22.0,Purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,20.0,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,12.0,,,,,,,,,Defense & Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,5.0,,,,,,,,,Computer Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,910.0,,,,,,,,,Computer Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,16.0,,,,,,,,,Computer Networking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,577.0,,,,,,,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,43.0,,,,,,,,,Semiconductors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,594.0,,,,,,,,,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,26.0,,,,,,,,,Law Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,40.0,,,,,,,,,Legal Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,728.0,,,,,,,,,Management Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,40.0,,,,,,,,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,23.0,,,,,,,,,Medical Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,341.0,,,,,,,,,Hospital & Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,404.0,,,,,,,,,Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,3.0,,,,,,,,,Veterinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,17.0,,,,,,,,,Medical Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,34.0,,,,,,,,,Cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,114.0,,,,,,,,,Apparel & Fashion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,7.0,,,,,,,,,Sporting Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,48.0,,,,,,,,,Supermarkets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,102.0,,,,,,,,,Food Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,40.0,,,,,,,,,Consumer Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,187.0,,,,,,,,,Consumer Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,4.0,,,,,,,,,Furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,209.0,,,,,,,,,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,21.0,,,,,,,,,Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,1.0,,,,,,,,,Gambling & Casinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,49.0,,,,,,,,,"Leisure, Travel & Tourism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,46.0,,,,,,,,,Hospitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,4.0,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,50.0,,,,,,,,,Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,300.0,,,,,,,,,Food & Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,11.0,,,,,,,,,Motion Pictures and Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,23.0,,,,,,,,,Broadcast Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,13.0,,,,,,,,,Fine Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,587.0,,,,,,,,,Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,232.0,,,,,,,,,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,1166.0,,,,,,,,,Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,72.0,,,,,,,,,Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,17.0,,,,,,,,,Investment Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,102.0,,,,,,,,,Investment Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,850.0,,,,,,,,,Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,82.0,,,,,,,,,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,112.0,,,,,,,,,Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,9.0,,,,,,,,,Architecture & Planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,109.0,,,,,,,,,Civil Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,50.0,,,,,,,,,Aviation & Aerospace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,262.0,,,,,,,,,Automotive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
